country,origin,system,status,url,date_recorded,sysID,imageID,statusID,matID
Russia,Russia,124 BTR-82AT,abandoned,https://i.postimg.cc/fThhvxfW/1031-BTR-82-AT-dam-aband-21-06-24.jpg,2024-06-24,669,1721,4,7-66917214
Russia,Russia,124 BTR-82AT,abandoned,https://i.postimg.cc/jqfbN8Nk/1032-BTR-82-AT-dam-aband-21-06-24.jpg,2024-06-24,669,1722,4,7-66917224
Russia,Russia,124 BTR-82AT,abandoned,https://i.postimg.cc/d3GcY1wK/1033-BTR-82-AT-dam-aband-21-06-24.jpg,2024-06-24,669,1723,4,7-66917234
Russia,Russia,125 BMP-3 688A-sb6-2KP,abandoned,https://i.postimg.cc/tCND25ZL/1132-BMP-3-688-A-sb6-2-KP-dam-aband-25-01-24.jpg,2024-08-06,677,1754,4,7-67717544
Russia,Russia,125 T-80BVM,abandoned,https://i.postimg.cc/tJH8Dkb3/1026-T-80-BVM-dam-aband-21-06-24.jpg,2024-06-24,681,1759,4,7-68117594
Russia,Russia,125 T-80BVM,abandoned,https://i.postimg.cc/7YgcL3mD/1052-T-80-BVM-dam-aband-05-07-24.jpg,2024-07-09,681,1760,4,7-68117604
Russia,Soviet Union,1257 BMP-2(K),abandoned,https://i.postimg.cc/L8Fv4rSm/1010-bmp2-aband-23-05-24.jpg,2024-05-26,685,1779,4,7-68517794
Russia,Russia,127 T-80BVM,abandoned,https://i.postimg.cc/FKD7JWnw/1008-T-80-BVM-dam-aband-16-07-24.jpg,2024-07-21,703,1815,4,7-70318154
Russia,Soviet Union,1281 BMP-2(K),abandoned,https://i.postimg.cc/XJ58Z4Yj/1007-BMP-2-K-dam-aband-30-05-24.jpg,2024-06-09,715,1849,4,7-71518494
Russia,Russia,129 BMP-3 688A-sb6-2KP,abandoned,https://i.postimg.cc/g0npVwnw/1009-BMP-3-688-A-sb6-2-KP-dam-aband-12-08-24.jpg,2024-08-18,719,1859,4,7-71918594
Russia,Soviet Union,1297 BMP-2(K),abandoned,https://i.postimg.cc/Bt9Zfm4R/1003-bmp2-dam-aband-09-06-24.jpg,2024-06-11,724,1882,4,7-72418824
Russia,Soviet Union,1297 BMP-2(K),abandoned,https://i.postimg.cc/mZcQRhTS/1044-bmp2-dam-aband-06-06-24.jpg,2024-06-11,724,1883,4,7-72418834
Russia,Soviet Union,1297 BMP-2(K),abandoned,https://i.postimg.cc/gJ7kNY5z/1056-bmp2-dam-aband-06-08-23.jpg,2024-06-11,724,1884,4,7-72418844
Russia,Soviet Union,1297 BMP-2(K),abandoned,https://i.postimg.cc/rmsw1dfZ/1057-bmp2-aband-25-05-24.jpg,2024-06-11,724,1885,4,7-72418854
Russia,Soviet Union,131 Unknown BMP-1/2,abandoned,https://i.postimg.cc/tgfDdtqb/1015-unkn-bmp-destr-04-12-23.jpg,2023-12-08,785,1991,4,7-78519914
Russia,Soviet Union,132 Unknown BMP-1/2,abandoned,https://i.postimg.cc/d1SSvC9q/1033-unkn-bmp1-2-aband-31-10-23.jpg,2023-11-02,796,2011,4,7-79620114
Russia,Soviet Union,1320 BMP-2(K),abandoned,https://i.postimg.cc/G3fH45xR/1008-bmp2-dam-aband-24-06-24.jpg,2024-06-30,800,2023,4,7-80020234
Russia,Soviet Union,1325 BMP-2(K),abandoned,https://i.postimg.cc/NGzV8jvR/1041-BMP-2-K-dam-aband-07-01-24.jpg,2024-07-15,802,2029,4,7-80220294
Russia,Russia,134 BMP-3 688A-sb6-2KP,abandoned,https://i.postimg.cc/m2J7Vy5H/1009-BMP-3-688-A-sb6-2-KP-dam-aband-14-09-24.jpg,2024-09-20,816,2063,4,7-81620634
Russia,Russia,135 BMP-3 688A-sb6-2KP,abandoned,https://i.postimg.cc/qvFyN15j/1057-BMP-3-688-A-sb6-2-KP-dam-aband-19-09-24.jpg,2024-09-21,829,2091,4,7-82920914
Russia,Soviet Union,1359 BMP-2(K),abandoned,https://i.postimg.cc/Qdfhht63/1002-BMP-2-dam-aband-25-08-24.jpg,2024-08-30,838,2113,4,7-83821134
Russia,Russia,136 BTR-82AT,abandoned,https://i.postimg.cc/bN7WwySD/1041-BTR-82-AT-dam-aband-23-07-24.jpg,2024-07-31,841,2118,4,7-84121184
Russia,Russia,137 BTR-82AT,abandoned,https://i.postimg.cc/FK7SkDSV/1014-BTR-82-AT-aband-29-07-24.jpg,2024-08-03,852,2148,4,7-85221484
Russia,Soviet Union,139 Unknown BMP-1/2,abandoned,https://i.postimg.cc/P5N8Cv7y/1042-unkn-bmp-dam-aband-22-01-24.jpg,2024-01-27,877,2200,4,7-87722004
Russia,Soviet Union,140 Unknown BMP-1/2,abandoned,https://i.postimg.cc/hGNQqmL1/1039-unkn-bmp-dam-aband-09-01-24.jpg,2024-01-21,915,2253,4,7-91522534
Russia,Soviet Union,140 Unknown BMP-1/2,abandoned,https://i.postimg.cc/D0TWSKYW/1042-unkn-bmp-dam-aband-18-01-24.jpg,2024-01-21,915,2254,4,7-91522544
Russia,Soviet Union,1400 BMP-2(K),abandoned,https://i.postimg.cc/ZRLDw46T/1142-BMP-2-K-dam-aband-03-10-24.jpg,2024-10-22,918,2273,4,7-91822734
Russia,Soviet Union,1400 BMP-2(K),abandoned,https://i.postimg.cc/vByN7cgq/1091-BMP-2-K-dam-aband-12-10-24.jpg,2024-10-22,918,2274,4,7-91822744
Russia,Soviet Union,141 Unknown BMP-1/2,abandoned,https://twitter.com/bayraktar_1love/status/1737780638701261204,2024-01-09,925,2292,4,7-92522924
Russia,Soviet Union,141 Unknown BMP-1/2,abandoned,https://i.postimg.cc/gj51ZCzy/1045-unkn-bmp-aband-21-12-23.jpg,2024-01-09,925,2293,4,7-92522934
Russia,Soviet Union,141 Unknown BMP-1/2,abandoned,https://i.postimg.cc/jS3frhcn/1011-unkn-tank-and-bmp-aband-29-12-23.jpg,2024-01-09,925,2294,4,7-92522944
Russia,Soviet Union,141 Unknown BMP-1/2,abandoned,https://i.postimg.cc/L5DzPMjN/1013-unkn-bmp-aband-04-01-24.jpg,2024-01-09,925,2295,4,7-92522954
Russia,Soviet Union,142 Unknown BMP-1/2,abandoned,https://i.postimg.cc/mDP8DQZK/1034-unkn-bmp-aband-21-01-24.jpg,2024-01-24,936,2315,4,7-93623154
